57,AEGN,Aegion Corp,802198336.26,Basic Industries,Water Supply
58,AGLE,"Aeglea BioTherapeutics, Inc.",82331006.29,Health Care,Major Pharmaceuticals
59,AEHR,Aehr Test Systems,84715073.97,Capital Goods,Electrical Products
60,AMTX,"Aemetis, Inc",24226982.04,Basic Industries,Major Chemicals
61,AERI,"Aerie Pharmaceuticals, Inc.",1592329509.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
62,AVAV,"AeroVironment, Inc.",629841802.3,Capital Goods,Aerospace
63,AEZS,AEterna Zentaris Inc.,38753985.0,Health Care,Major Pharmaceuticals
64,AEMD,"Aethlon Medical, Inc.",27707492.04,Capital Goods,Biotechnology: Laboratory Analytical Instruments
65,GNMX,"Aevi Genomic Medicine, Inc.",176214754.25,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
66,AFMD,Affimed N.V.,108148510.0,Health Care,Major Pharmaceuticals
67,AGEN,Agenus Inc.,358088599.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
68,AGRX,"Agile Therapeutics, Inc.",62979404.61,Health Care,Major Pharmaceuticals
69,AGYS,"Agilysys, Inc.",207896507.0,Technology,EDP Services
70,AGIO,"Agios Pharmaceuticals, Inc.",2152260743.36,Health Care,Major Pharmaceuticals
71,AGNC,AGNC Investment Corp.,6475261266.12,Consumer Services,Real Estate Investment Trusts
72,AGNCB,AGNC Investment Corp.,8834477116.5,Consumer Services,Real Estate Investment Trusts
73,AGNCP,AGNC Investment Corp.,0.0,Consumer Services,Real Estate Investment Trusts
74,AGFS,"AgroFresh Solutions, Inc.",137789031.12,Finance,Business Services
75,AGFSW,"AgroFresh Solutions, Inc.",0.0,Finance,Business Services
76,AIMT,"Aimmune Therapeutics, Inc.",928603708.13,Health Care,Major Pharmaceuticals
77,AIRM,Air Methods Corporation,1568474641.3,Transportation,Transportation Services
78,AIRT,"Air T, Inc.",42295946.245,Transportation,Air Freight/Delivery Services
79,ATSG,"Air Transport Services Group, Inc",1016830863.93,Transportation,Air Freight/Delivery Services
80,AIRG,"Airgain, Inc.",115196270.04,Technology,Radio And Television Broadcasting And Communications Equipment
81,AMCN,AirMedia Group Inc,111867696.75,Technology,Advertising
82,AKAM,"Akamai Technologies, Inc.",10973376817.92,Miscellaneous,Business Services
83,AKTX,Akari Therapeutics Plc,78579455.9,Health Care,Major Pharmaceuticals
84,AKBA,"Akebia Therapeutics, Inc.",392059348.56,Health Care,Major Pharmaceuticals
85,AKER,Akers Biosciences Inc,9052556.25,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
86,AKRX,"Akorn, Inc.",3020180228.065,Health Care,Major Pharmaceuticals
87,ALRM,"Alarm.com Holdings, Inc.",1360380040.03,Technology,Computer Software: Prepackaged Software
88,ALSK,"Alaska Communications Systems Group, Inc.",85768691.66,Public Utilities,Telecommunications Equipment
89,AMRI,"Albany Molecular Research, Inc.",620202312.78,Health Care,Biotechnology: Commercial Physical & Biological Resarch
90,ALBO,"Albireo Pharma, Inc.",161154612.84,Health Care,Major Pharmaceuticals
91,ABDC,Alcentra Capital Corp.,168632950.0,,
92,ADHD,Alcobra Ltd.,36380414.4,Health Care,Major Pharmaceuticals
93,ALDR,"Alder BioPharmaceuticals, Inc.",1189657592.0,Health Care,Major Pharmaceuticals
94,ALDX,"Aldeyra Therapeutics, Inc.",77172593.1,Health Care,Major Pharmaceuticals
95,ALXN,"Alexion Pharmaceuticals, Inc.",30320610112.5,Health Care,Major Pharmaceuticals
96,ALCO,"Alico, Inc.",215768263.9,Consumer Non-Durables,Farming/Seeds/Milling
97,ALGN,"Align Technology, Inc.",8351928253.08,Health Care,Industrial Specialties
98,ALIM,"Alimera Sciences, Inc.",85619033.28,Health Care,Major Pharmaceuticals
99,ALJJ,"ALJ Regional Holdings, Inc.",136915578.36,Miscellaneous,Business Services
100,ALKS,Alkermes plc,9300818514.26,Health Care,Major Pharmaceuticals
101,ABTX,"Allegiance Bancshares, Inc.",483940050.0,Finance,Major Banks
102,ALGT,Allegiant Travel Company,2869498342.5,Transportation,Air Freight/Delivery Services
103,AIQ,"Alliance HealthCare Services, Inc.",103627017.15,Health Care,Medical Specialities
104,AHGP,"Alliance Holdings GP, L.P.",1719863990.0,Energy,Coal Mining
105,AMMA,"Alliance MMA, Inc.",27518039.4,Consumer Services,Services-Misc. Amusement & Recreation
106,ARLP,"Alliance Resource Partners, L.P.",1689622865.4,Energy,Coal Mining
107,AHPI,"Allied Healthcare Products, Inc.",8308021.59,Health Care,Industrial Specialties
108,AMOT,"Allied Motion Technologies, Inc.",231939947.25,Capital Goods,Electrical Products
109,ALQA,"Alliqua BioMedical, Inc.",21067137.75,Health Care,Medical/Dental Instruments
110,ALLT,Allot Communications Ltd.,162710820.16,Technology,Computer Communications Equipment
111,MDRX,"Allscripts Healthcare Solutions, Inc.",2189623721.05,Technology,EDP Services
112,AFAM,Almost Family Inc,514884427.35,Health Care,Medical/Nursing Services
113,ALNY,"Alnylam Pharmaceuticals, Inc.",4424549100.4,Health Care,Major Pharmaceuticals
114,AOSL,Alpha and Omega Semiconductor Limited,431749441.85,Technology,Semiconductors
115,GOOG,Alphabet Inc.,573242764709.16,Technology,"Computer Software: Programming, Data Processing"
116,GOOGL,Alphabet Inc.,587071171249.16,Technology,"Computer Software: Programming, Data Processing"
117,SMCP,AlphaMark Actively Managed Small Cap ETF,26432399.25,,
118,ATEC,"Alphatec Holdings, Inc.",41311586.26,Health Care,Medical/Dental Instruments
119,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,3925552.34,,
120,ASPS,Altisource Portfolio Solutions S.A.,484542434.78,Consumer Services,Other Consumer Services
121,AIMC,Altra Industrial Motion Corp.,1181584341.0,Capital Goods,Industrial Machinery/Components
122,AMAG,"AMAG Pharmaceuticals, Inc.",793241248.8,Health Care,Major Pharmaceuticals
123,AMRN,Amarin Corporation plc,822173372.09,Health Care,Major Pharmaceuticals
124,AMRK,"A-Mark Precious Metals, Inc.",132824090.5,Basic Industries,Other Specialty Stores
125,AYA,Amaya Inc.,2074218942.0,Technology,"Computer Software: Programming, Data Processing"
126,AMZN,"Amazon.com, Inc.",405537764825.84,Consumer Services,Catalog/Specialty Distribution
127,AMBC,"Ambac Financial Group, Inc.",1014032946.9,Finance,Property-Casualty Insurers
128,AMBCW,"Ambac Financial Group, Inc.",0.0,Finance,Property-Casualty Insurers
129,AMBA,"Ambarella, Inc.",1841033538.4,Technology,Semiconductors
130,AMCX,AMC Networks Inc.,4083314997.52,Consumer Services,Television Services
131,DOX,Amdocs Limited,9042094880.0,Technology,EDP Services
132,AMDA,Amedica Corporation,14143303.59,Health Care,Medical/Dental Instruments
133,AMED,Amedisys Inc,1705394633.4,Health Care,Medical/Nursing Services
134,UHAL,Amerco,7494096573.6,Consumer Services,Rental/Leasing Companies
135,ATAX,"America First Multifamily Investors, L.P.",346454336.0,Finance,Finance: Consumer Services
136,AMOV,"America Movil, S.A.B. de C.V.",43009984000.0,Public Utilities,Telecommunications Equipment
137,AAL,"American Airlines Group, Inc.",23604508867.54,Transportation,Air Freight/Delivery Services
138,ACSF,"American Capital Senior Floating, Ltd.",131001310.0,,
139,AETI,"American Electric Technologies, Inc.",15838339.2,Energy,Industrial Machinery/Components
140,AMNB,"American National Bankshares, Inc.",315420666.6,Finance,Major Banks
141,ANAT,American National Insurance Company,3257194726.32,Finance,Life Insurance
142,AOBC,American Outdoor Brands Corporation,1060718642.62,Capital Goods,Ordnance And Accessories
143,APEI,"American Public Education, Inc.",333991087.0,Consumer Services,Other Consumer Services
144,ARII,"American Railcar Industries, Inc.",801522876.0,Capital Goods,Railroads
145,AMRB,American River Bankshares,100065036.82,Finance,Major Banks
146,AMSWA,"American Software, Inc.",305598096.65,Technology,Computer Software: Prepackaged Software
147,AMSC,American Superconductor Corporation,91434503.55,Consumer Durables,Metal Fabrications
148,AMWD,American Woodmark Corporation,1397629012.5,Basic Industries,Forest Products
149,CRMT,"America&#39;s Car-Mart, Inc.",259443993.5,Consumer Durables,Automotive Aftermarket
150,ABCB,Ameris Bancorp,1648827284.4,Finance,Major Banks
151,AMSF,"AMERISAFE, Inc.",1251881788.5,Finance,Property-Casualty Insurers
152,ASRV,AmeriServ Financial Inc.,70888020.0,Finance,Major Banks
153,ASRVP,AmeriServ Financial Inc.,0.0,Finance,Major Banks
154,ATLO,Ames National Corporation,305397946.4,Finance,Major Banks
155,AMGN,Amgen Inc.,132708792938.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
156,FOLD,"Amicus Therapeutics, Inc.",1111570570.94,Health Care,Major Pharmaceuticals
157,AMKR,"Amkor Technology, Inc.",2447581233.25,Technology,Semiconductors
158,AMPH,"Amphastar Pharmaceuticals, Inc.",691737683.94,Health Care,Major Pharmaceuticals
159,IBUY,Amplify Online Retail ETF,0.0,,
160,ASYS,"Amtech Systems, Inc.",80658754.2,Technology,Industrial Machinery/Components
161,AFSI,"AmTrust Financial Services, Inc.",3925481071.89,Finance,Property-Casualty Insurers
162,AMRS,"Amyris, Inc.",124169890.8959,Basic Industries,Major Chemicals
163,ADI,"Analog Devices, Inc.",25719811392.86,Technology,Semiconductors
164,ALOG,Analogic Corporation,1050028070.7,Capital Goods,Electrical Products
165,ANAB,"AnaptysBio, Inc.",564445485.78,Health Care,Major Pharmaceuticals
166,AVXL,Anavex Life Sciences Corp.,241100582.11,Health Care,Biotechnology: Commercial Physical & Biological Resarch
167,ANCB,Anchor Bancorp,66125136.0,Finance,Banks
168,ANDA,Andina Acquisition Corp. II,53843400.0,Finance,Business Services
169,ANDAR,Andina Acquisition Corp. II,0.0,Finance,Business Services
170,ANDAU,Andina Acquisition Corp. II,0.0,Finance,Business Services
171,ANDAW,Andina Acquisition Corp. II,0.0,Finance,Business Services
172,ANGI,"Angie&#39;s List, Inc.",328645234.54,Consumer Services,Advertising
173,ANGO,"AngioDynamics, Inc.",618867737.18,Health Care,Medical/Dental Instruments
174,ANIP,"ANI Pharmaceuticals, Inc.",580374187.92,Health Care,Major Pharmaceuticals
175,ANIK,Anika Therapeutics Inc.,676022647.16,Health Care,Medical/Dental Instruments
176,ANSS,"ANSYS, Inc.",9075188486.9,Technology,Computer Software: Prepackaged Software
177,ATRS,"Antares Pharma, Inc.",387716817.5,Health Care,Medical/Dental Instruments
178,ANTH,"Anthera Pharmaceuticals, Inc.",26842889.6148,Health Care,Major Pharmaceuticals
179,ABAC,"Aoxin Tianli Group, Inc.",21648143.95,Consumer Non-Durables,Farming/Seeds/Milling
180,APOG,"Apogee Enterprises, Inc.",1666928662.52,Capital Goods,Auto Parts:O.E.M.
181,APEN,"Apollo Endosurgery, Inc.",109889000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
182,AINV,Apollo Investment Corporation,1412636625.22,,
183,APPF,"AppFolio, Inc.",807984049.7,Technology,Computer Software: Prepackaged Software
184,AAPL,Apple Inc.,733361361200.0,Technology,Computer Manufacturing
185,ARCI,"Appliance Recycling Centers of America, Inc.",7387455.15,Consumer Services,Home Furnishings
186,APDN,Applied DNA Sciences Inc,52702966.0,Consumer Services,Other Consumer Services
187,APDNW,Applied DNA Sciences Inc,0.0,Consumer Services,Other Consumer Services
188,AGTC,Applied Genetic Technologies Corporation,150997751.05,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
189,AMAT,"Applied Materials, Inc.",39813369080.61,Technology,Semiconductors
190,AAOI,"Applied Optoelectronics, Inc.",917121755.56,Technology,Semiconductors
191,AREX,Approach Resources Inc.,199590245.16,Energy,Oil & Gas Production
192,APTI,"Apptio, Inc.",500915310.75,Technology,Computer Software: Prepackaged Software
193,APRI,"Apricus Biosciences, Inc.",20492993.25,Health Care,Major Pharmaceuticals
194,APVO,Aptevo Therapeutics Inc.,38877742.08,Health Care,Major Pharmaceuticals
195,APTO,"Aptose Biosciences, Inc.",18985204.58,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
196,AQMS,"Aqua Metals, Inc.",331756579.9,Basic Industries,Metal Fabrications
197,AQB,"AquaBounty Technologies, Inc.",129010316.16,,
198,AQXP,"Aquinox Pharmaceuticals, Inc.",429112108.0,Health Care,Major Pharmaceuticals
199,ARDM,Aradigm Corporation,29005112.66,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
200,ARLZ,Aralez Pharmaceuticals Inc.,246886831.34,Health Care,Major Pharmaceuticals
201,PETX,"Aratana Therapeutics, Inc.",254124048.92,Health Care,Major Pharmaceuticals
202,ABUS,Arbutus Biopharma Corporation,148072066.2,Health Care,Major Pharmaceuticals
203,ARCW,"ARC Group Worldwide, Inc.",81968146.2,Capital Goods,Metal Fabrications
204,ABIO,"ARCA biopharma, Inc.",23160033.3,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
205,RKDA,"Arcadia Biosciences, Inc.",40476132.97,Basic Industries,Agricultural Chemicals
206,ARCB,ArcBest Corporation,767394054.7,Transportation,Trucking Freight/Courier Services
207,ACGL,Arch Capital Group Ltd.,11614217921.06,Finance,Property-Casualty Insurers
208,ACGLP,Arch Capital Group Ltd.,0.0,Finance,Property-Casualty Insurers
209,APLP,"Archrock Partners, L.P.",1151839138.8,Public Utilities,Natural Gas Distribution
210,ACAT,Arctic Cat Inc.,241500515.58,Capital Goods,Industrial Specialties
211,ARDX,"Ardelyx, Inc.",672052062.0,Health Care,Major Pharmaceuticals
212,ARNA,"Arena Pharmaceuticals, Inc.",374837232.0,Health Care,Major Pharmaceuticals
213,ARCC,Ares Capital Corporation,7560447087.75,,
214,AGII,"Argo Group International Holdings, Ltd.",2030787920.7,Finance,Specialty Insurers
215,AGIIL,"Argo Group International Holdings, Ltd.",0.0,Finance,Specialty Insurers
216,ARGS,"Argos Therapeutics, Inc.",59808083.3,Health Care,Major Pharmaceuticals
217,ARIS,"ARI Network Services, Inc.",90617566.08,Technology,"Computer Software: Programming, Data Processing"
218,ARKR,Ark Restaurants Corp.,87162605.8128,Consumer Services,Restaurants
219,ARTX,Arotech Corporation,101787162.4,Miscellaneous,Industrial Machinery/Components
220,ARQL,"ArQule, Inc.",89609573.34,Health Care,Major Pharmaceuticals
221,ARRY,Array BioPharma Inc.,1987525201.2,Health Care,Major Pharmaceuticals
222,ARRS,ARRIS International plc,4761069604.8,Technology,Radio And Television Broadcasting And Communications Equipment
223,DWAT,Arrow DWA Tactical ETF,9765000.0,,
224,AROW,Arrow Financial Corporation,469198253.0,Finance,Major Banks
225,ARWR,"Arrowhead Pharmaceuticals, Inc.",165544747.32,Health Care,Major Pharmaceuticals
226,ARTNA,Artesian Resources Corporation,295241554.73,Public Utilities,Water Supply
227,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",16641660.6,Capital Goods,Industrial Machinery/Components
228,ASBB,"ASB Bancorp, Inc.",126496554.8,Finance,Savings Institutions
229,ASNA,"Ascena Retail Group, Inc.",864752461.92,Consumer Services,Clothing/Shoe/Accessory Stores
230,ASND,Ascendis Pharma A/S,833796439.3,Health Care,Major Pharmaceuticals
231,ASCMA,"Ascent Capital Group, Inc.",187290007.2,Consumer Services,Other Consumer Services
232,APWC,Asia Pacific Wire & Cable Corporation Limited,37313106.3,Basic Industries,Telecommunications Equipment
233,ASML,ASML Holding N.V.,7720146485.48,Technology,Industrial Machinery/Components
234,AZPN,"Aspen Technology, Inc.",4511080333.3,Technology,EDP Services
235,ASMB,"Assembly Biosciences, Inc.",364148211.56,Health Care,Major Pharmaceuticals
236,ASFI,"Asta Funding, Inc.",106292204.8,Finance,Finance Companies
237,ASTE,"Astec Industries, Inc.",1459395835.65,Capital Goods,Construction/Ag Equipment/Trucks
238,ATRO,Astronics Corporation,976519449.64,Capital Goods,Military/Government/Technical
239,ALOT,"AstroNova, Inc.",100883812.5,Technology,Computer peripheral equipment
240,ASTC,Astrotech Corporation,31483354.68,Capital Goods,Military/Government/Technical
241,ASUR,Asure Software Inc,93981494.97,Technology,EDP Services
242,ATAI,ATA Inc.,47282770.22,Consumer Services,Other Consumer Services
243,ATRA,"Atara Biotherapeutics, Inc.",494959890.25,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
244,ATHN,"athenahealth, Inc.",4652515712.79,Miscellaneous,Business Services
245,ATHX,"Athersys, Inc.",127027682.73,Health Care,Major Pharmaceuticals
246,AAPC,Atlantic Alliance Partnership Corp.,51621262.0,Consumer Services,Services-Misc. Amusement & Recreation
247,AAME,Atlantic American Corporation,76557105.0,Finance,Life Insurance
248,ACBI,"Atlantic Capital Bancshares, Inc.",474260251.5,Finance,Major Banks
249,ACFC,Atlantic Coast Financial Corporation,119729950.92,Finance,Savings Institutions
250,ABY,Atlantica Yield plc,2081512490.2,Public Utilities,Electric Utilities: Central
251,ATLC,Atlanticus Holdings Corporation,41093660.1705,Finance,Finance: Consumer Services
252,AAWW,Atlas Air Worldwide Holdings,1428447664.8,Transportation,Transportation Services
253,AFH,"Atlas Financial Holdings, Inc.",159308658.75,Finance,Property-Casualty Insurers
254,TEAM,Atlassian Corporation Plc,6404839900.8,Technology,Computer Software: Prepackaged Software
255,ATNI,"ATN International, Inc.",1076664510.67,Public Utilities,Telecommunications Equipment
256,ATOM,Atomera Incorporated,71906892.72,Technology,Semiconductors
257,ATOS,Atossa Genetics Inc.,5720208.9667,Health Care,Medical/Dental Instruments
258,ATRC,"AtriCure, Inc.",630229717.44,Health Care,Medical/Dental Instruments
259,ATRI,Atrion Corporation,893441130.0,Health Care,Medical/Dental Instruments
260,ATTU,Attunity Ltd.,144160997.28,Technology,Computer Software: Prepackaged Software
261,LIFE,"aTyr Pharma, Inc.",81828925.05,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
262,AUBN,"Auburn National Bancorporation, Inc.",120236259.0,Finance,Major Banks
263,BOLD,"Audentes Therapeutics, Inc.",336088271.61,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
264,AUDC,AudioCodes Ltd.,215461268.19,Public Utilities,Telecommunications Equipment
265,AUPH,Aurinia Pharmaceuticals Inc,254007610.35,Health Care,Major Pharmaceuticals
266,EARS,Auris Medical Holding AG,32803980.96,Health Care,Major Pharmaceuticals
267,ABTL,Autobytel Inc.,137029125.0,Technology,"Computer Software: Programming, Data Processing"
268,ADSK,"Autodesk, Inc.",18988507952.64,Technology,Computer Software: Prepackaged Software
269,ADP,"Automatic Data Processing, Inc.",46910319819.0,Technology,EDP Services
270,AVDL,Avadel Pharmaceuticals plc,405907982.36,Health Care,Major Pharmaceuticals
271,AVEO,"AVEO Pharmaceuticals, Inc.",64483504.1,Health Care,Major Pharmaceuticals
272,AVXS,"AveXis, Inc.",1849329564.16,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
273,AVNW,"Aviat Networks, Inc.",80496540.66,Technology,Radio And Television Broadcasting And Communications Equipment
274,AVID,"Avid Technology, Inc.",218563452.26,Technology,Computer Software: Prepackaged Software
275,AVGR,"Avinger, Inc.",63851746.0,Health Care,Medical/Dental Instruments
276,AVIR,"Aviragen Therapeutics, Inc.",25469847.183,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
277,CAR,"Avis Budget Group, Inc.",2964128245.92,Consumer Services,Rental/Leasing Companies
278,AHPA,Avista Healthcare Public Acquisition Corp.,382387500.0,Finance,Business Services
279,AHPAU,Avista Healthcare Public Acquisition Corp.,0.0,Finance,Business Services
280,AHPAW,Avista Healthcare Public Acquisition Corp.,0.0,Finance,Business Services
281,AWRE,"Aware, Inc.",108791921.4,Technology,Computer Software: Prepackaged Software
282,AXAR,Axar Acquisition Corp.,84890987.78,Finance,Business Services
283,AXARU,Axar Acquisition Corp.,0.0,Finance,Business Services
284,AXARW,Axar Acquisition Corp.,0.0,Finance,Business Services
285,ACLS,"Axcelis Technologies, Inc.",450149500.0,Technology,Industrial Machinery/Components
286,AXGN,"AxoGen, Inc.",330088650.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
287,AXSM,"Axsome Therapeutics, Inc.",96724755.85,Health Care,Major Pharmaceuticals
288,AXTI,AXT Inc,231220353.0,Technology,Semiconductors
289,AZRX,"AzurRx BioPharma, Inc.",39294839.04,,
290,BCOM,B Communications Ltd.,598378680.9,Consumer Services,Telecommunications Equipment
291,RILY,"B. Riley Financial, Inc.",282789619.2,,
292,RILYL,"B. Riley Financial, Inc.",0.0,Miscellaneous,Business Services
293,BOSC,B.O.S. Better Online Solutions,6791453.68,Technology,Computer Communications Equipment
294,BEAV,"B/E Aerospace, Inc.",6468606993.75,Capital Goods,Military/Government/Technical
295,BIDU,"Baidu, Inc.",47622862100.7,Technology,"Computer Software: Programming, Data Processing"
296,BCPC,Balchem Corporation,2754530440.8,Basic Industries,Major Chemicals
297,BWINA,"Baldwin & Lyons, Inc.",362016216.0,Finance,Property-Casualty Insurers
298,BWINB,"Baldwin & Lyons, Inc.",362770416.45,Finance,Property-Casualty Insurers
299,BLDP,"Ballard Power Systems, Inc.",361731734.1,Energy,Industrial Machinery/Components
300,BANF,BancFirst Corporation,1487583870.1,Finance,Major Banks
301,BANFP,BancFirst Corporation,27700100.0,Finance,Major Banks
302,BCTF,"Bancorp 34, Inc.",43665013.0,Finance,Savings Institutions
303,BKMU,Bank Mutual Corporation,447779542.0,Finance,Savings Institutions
304,BOCH,Bank of Commerce Holdings (CA),134394220.0,Finance,Major Banks
305,BMRC,Bank of Marin Bancorp,418189180.5,Finance,Major Banks
306,BMLP,Bank Of Montreal,0.0,,
307,BKSC,Bank of South Carolina Corp.,102443037.3,Finance,Major Banks
308,BOTJ,"Bank of the James Financial Group, Inc.",72025272.2,Finance,Major Banks
309,OZRK,Bank of the Ozarks,6819505980.0,Finance,Major Banks
310,BFIN,BankFinancial Corporation,287408973.12,Finance,Savings Institutions
311,BWFG,"Bankwell Financial Group, Inc.",247240907.34,Finance,Major Banks
312,BANR,Banner Corporation,1972361038.1,Finance,Major Banks
313,BZUN,Baozun Inc.,393547532.04,Consumer Services,Catalog/Specialty Distribution
314,TAPR,Barclays Inverse US Treasury Composite ETN,18837507.0,Finance,Commercial Banks
315,BHAC,Barington/Hilco Acquisition Corp.,58028663.25,Finance,Business Services
316,BHACR,Barington/Hilco Acquisition Corp.,0.0,Finance,Business Services
317,BHACU,Barington/Hilco Acquisition Corp.,0.0,Finance,Business Services
318,BHACW,Barington/Hilco Acquisition Corp.,0.0,Finance,Business Services
319,BBSI,"Barrett Business Services, Inc.",461276714.56,Technology,Professional Services
320,BSET,"Bassett Furniture Industries, Incorporated",294401579.4,Consumer Durables,Home Furnishings
321,BYBK,"Bay Bancorp, Inc.",84171588.9,Finance,Major Banks
322,BV,"Bazaarvoice, Inc.",333868012.0,Technology,Computer Software: Prepackaged Software
